公司或商業登記名稱,公司統一編號,業者地址,食品業者登錄字號,登錄項目
全家便利商店股份有限公司,23060248,台北市信義區信義路四段４０７號壹樓,A-123060248-07568-9,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區松德路２８３號,A-123060248-07669-1,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區虎林街６１－４號,A-123060248-07675-8,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區忠孝東路五段７１巷８號壹樓,A-123060248-07684-8,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區松仁路２４０巷２號,A-123060248-07835-6,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區中坡南路２２９號,A-123060248-07861-5,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區光復南路５０５號、５０７號及文昌街３２,A-123060248-07920-1,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區莊敬路３０７號,A-123060248-07960-5,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區莊敬路３７４號,A-123060248-07961-6,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區信義路五段１５０巷４０１弄３１號,A-123060248-07962-7,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區吳興街３３４號,A-123060248-07963-8,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區崇德街２９號,A-123060248-08031-5,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區虎林街１３２巷８１號１樓,A-123060248-08280-1,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區松壽路２４號,A-123060248-08436-4,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區松德路２００巷１３號１樓,A-123060248-08477-9,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區虎林街１２０巷１６５號,A-123060248-08542-2,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區松山路１５３號,A-123060248-08549-9,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區信義路六段７８號,A-123060248-08556-7,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區信義路５段１５０巷２２１號,A-123060248-08557-8,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區忠孝東路五段４２５號１樓及地下室,A-123060248-08726-6,餐飲場所
全家便利商店股份有限公司,23060248,台北市信義區虎林街１６６號１樓及地下室,A-123060248-08727-7,餐飲場所
艾丘洛有限公司,83190343,台北市信義區忠孝東路4段553巷46弄8號1樓,A-183190343-00001-0,餐飲場所
洋日盛國際有限公司,83190619,台北市信義區忠孝東路5段71巷18號,A-183190619-00001-6,餐飲場所
捌伍添第股份有限公司,83194642,台北市信義區信義路五段7號85樓,A-183194642-00001-6,餐飲場所
仟業有限公司,83196698,台北市信義區松智路17號B1,A-183196698-00001-9,餐飲場所
漫步藍有限公司,83200089,台北市信義區松勤街5號,A-183200089-00001-9,餐飲場所
昌榮活水事業有限公司,83250685,台北市信義區忠孝東路五段8號B2,A-183250685-00001-6,餐飲場所
牙齒肉圓有限公司,83255268,台北市信義區莊敬路330號,A-183255268-00004-1,餐飲場所
藝廚學學股份有限公司,83266504,台北市信義區忠孝東路4段512號12樓,A-183266504-00001-3,餐飲場所
茗晨有限公司,83266960,台北市信義區永吉路30巷117號1樓,A-183266960-00001-9,餐飲場所
二次會股份有限公司,83281821,台北市信義區光復南路575號,A-183281821-00001-2,餐飲場所
得利影視股份有限公司,89398566,台北市信義區忠孝東路5段8號5樓,A-189398566-00001-3,餐飲場所
米哥食品有限公司,89455989,台北市信義區松山路11號,A-189455989-00047-6,餐飲場所
米哥食品有限公司,89455989,台北市信義區忠孝東路4段515號D棟B2,A-189455989-00049-8,餐飲場所
韓鶴亭食品有限公司,89468529,台北市信義區市府路45號B1,A-189468529-00001-0,餐飲場所
貴族世家企業股份有限公司,89496779,台北市信義區信義路六段94號,A-189496779-00191-8,餐飲場所
泰竑有限公司,90422255,台北市信義區松壽路11號B2,A-190422255-00002-9,餐飲場所
吉夯國際有限公司,90456326,台北市信義區松仁路58號(A13信義遠百B3大食代),A-190456326-00001-4,餐飲場所
吉夯國際有限公司,90456326,台北市信義區菸廠路88號B1 (松菸誠品),A-190456326-00002-5,餐飲場所
宇駿餐飲有限公司,90465578,台北市信義區忠孝東路5段697、699號,A-190465578-00001-3,餐飲場所
芬翔食代有限公司,90467386,台北市信義區忠孝東路5段137號1樓,A-190467386-00001-2,餐飲場所
威太郎有限公司,90472682,台北市信義區松壽路12號1F戶外餐車,A-190472682-00004-0,餐飲場所
威太郎有限公司,90472682,台北市信義區松壽路11號B2,A-190472682-00006-2,餐飲場所
威太郎有限公司,90472682,台北市信義區松壽路20號1F,A-190472682-00007-3,餐飲場所
威太郎有限公司,90472682,台北市信義區菸廠路88號B1,A-190472682-00008-4,餐飲場所
威太郎有限公司,90472682,台北市信義區菸廠路88號B1,A-190472682-00009-5,餐飲場所
威太郎有限公司,90472682,台北市信義區松壽路20號2F,A-190472682-00010-7,餐飲場所
小馬飲夢股份有限公司,90480682,台北市信義區松仁路36號1樓之1,A-190480682-00001-6,餐飲場所
小馬飲夢股份有限公司,90480682,台北市信義區基隆路一段206號,A-190480682-00002-7,餐飲場所
怡繕有限公司,90481155,台北市信義區虎林街132巷35號,A-190481155-00001-2,餐飲場所
日商樂比亞股份有限公司,90488039,台北市信義區忠孝東路四段505號B2F,A-190488039-00031-3,餐飲場所
陳食餐飲有限公司松隆分公司,90492337,台北市信義區松隆路333號1樓,A-190492337-00002-7,餐飲場所
樂子國際股份有限公司台中分公司,90501390,台北市信義區松壽路12號,A-190501390-00001-6,餐飲場所
辛巴適餐飲有限公司,90503735,台北市信義區松壽路12號5樓,A-190503735-00001-1,餐飲場所
柏元商行,88297029,台北市信義區永吉路30巷92號1樓,A-200240808-00001-2,餐飲場所
陳記小吃店,25611909,台北市信義區景勤里吳興街１５０號１樓,A-200241267-00001-2,餐飲場所
一娘子小吃店,88214750,台北市信義區忠孝東路5段41號1樓,A-200241911-00001-8,餐飲場所
拎菜杯,,台北市信義區光復南路415巷84號,A-200242180-00001-7,餐飲場所
好點創意有限公司,50991723,台北市信義區松高路11號B2,A-200242222-00003-6,餐飲場所
新新餐飲店,88333221,台北市中正區台北市信義區基隆路二段131-24號，台北市信義區基隆路二段131-25號,A-200242256-00001-1,餐飲場所
卷卷商行,91695459,台北市信義區松仁路58號B3,A-200242489-00001-9,餐飲場所
品誠素餅店,13845328,台北市信義區永吉路278巷57弄9號1樓,A-200242633-00001-0,餐飲場所
東方美早餐店,,台北市信義區信義區福德街224號,A-200242718-00001-4,餐飲場所
松山小吃店,10353039,台北市信義區松山路540巷1號,A-200251376-00001-4,餐飲場所
泰東泱小吃店,79871347,台北市信義區永吉路278巷1弄1號,A-200251402-00001-4,餐飲場所
即食網美食館,88305442,台北市信義區福德街84巷21號1樓,A-200252129-00001-1,餐飲場所
良食魯肉飯,93187830,台北市信義區吳興街64號,A-200252512-00001-7,餐飲場所
利齊早餐店,88215998,台北市信義區光復南路473巷29號,A-200252726-00001-4,餐飲場所
彭身正早餐店,13472679,台北市信義區松仁路２０３號１樓,A-200253103-00001-4,餐飲場所
晶饌蒸煮世家行,48968275,台北市信義區中坡南路24號,A-200253582-00001-5,餐飲場所
琳達食品股份有限公司,90672979,台北市信義區吳興街7巷3號,A-200253678-00001-1,餐飲場所
營業名稱：棒棒噠義麵屋,,台北市信義區松山路615巷11號1樓,A-200253923-00001-4,餐飲場所
再一杯小吃店,38473128,台北市信義區信義路6段56號(1樓),A-200253932-00001-4,餐飲場所
肚子餓吃宵夜店,88292713,台北市信義區忠孝東路5段429號1樓,A-200254003-00001-4,餐飲場所
津香小吃店,,台北市信義區吳興街121號1樓,A-200254214-00001-8,餐飲場所
天心坊湯包虎林店,93109841,台北市信義區四育里虎林街１１―２號,A-200254372-00001-3,餐飲場所
外送合約平台,,台北市信義區基隆路二段39巷23號,A-200254424-00038-1,餐飲場所
艾可軒早餐,50659134,台北市信義區吳興街44-1號,F-150659134-00003-9,餐飲場所
龍家薑母鴨小吃店,,台北市信義區6段89號1樓,A-200208720-00001-9,餐飲場所
大雅餐飲有限公司,50898450,台北市信義區忠孝東路4段553巷22弄2號,A-200209076-00001-4,餐飲場所
Authentic Brazilian Food,,台北市信義區紫雲街53號3樓,A-200209628-00001-7,餐飲場所
欣盛烘食坊,,台北市信義區松山路551號,A-200209810-00001-0,餐飲場所
職人丼深夜食堂,75934518,台北市信義區莊敬路258號,A-200209818-00001-8,餐飲場所
吾倆食堂,,台北市信義區虎林街52號,A-200209923-00001-5,餐飲場所
幸福燒雞蛋糕世貿１０１店,00515968,台北市信義區莊敬路325巷48號,A-200210169-00001-9,餐飲場所
寅瑞餐飲股份有限公司,90243957,台北市信義區忠孝東路4段559巷16弄2號1樓,A-200229383-00001-7,餐飲場所
巧之味水餃,42540839,台北市信義區敦厚里松隆路４２號,A-200229478-00001-2,餐飲場所
京暘企業社,73143309,台北市信義區基隆路1段147巷19號1樓,A-200229538-00001-9,餐飲場所
蔬食の便當,,台北市信義區永吉路180巷53弄2號1樓,A-200229619-00001-9,餐飲場所
王亮景,,台北市信義區松隆路286號5樓,A-200229621-00001-2,餐飲場所
上席小館,31956850,台北市信義區富陽街83號1樓,A-200229695-00001-3,餐飲場所
馬小姐時尚甜點工作室,82649639,台北市信義區虎林街100巷193號1樓,A-200229726-00001-8,餐飲場所
梅門養生館股份有限公司,54875845,台北市信義區松仁路28號B2F,A-200229796-00001-5,餐飲場所
大大力海南雞飯,42337028,台北市信義區吳興街284巷11之1號,A-200229830-00001-4,餐飲場所
楓川小吃店,48809024,台北市信義區信義路5段150巷14弄10號,A-200229874-00001-2,餐飲場所
紅燈籠快炒,15636748,台北市信義區吳興街１４７號,A-200229947-00001-3,餐飲場所
儂舍有限公司,83603885,台北市信義區光復南路587號,A-200230097-00001-1,餐飲場所
美味土魠魚羹店,88220866,台北市信義區莊敬路244號1樓,A-200230126-00001-4,餐飲場所
小辣椒滷味吳興店,88234593,台北市信義區景聯里吳興街８１號,A-200230129-00001-7,餐飲場所
一心便當店,81633912,台北市信義區四維里松山路２２６號1樓,A-200230357-00001-0,餐飲場所
旭璞小食坊,88207879,台北市信義區嘉興街216巷14號1樓,A-200230419-00001-9,餐飲場所
政欣小吃店,79839699,台北市信義區忠孝東路4段559巷16弄2之1號,A-200230421-00001-2,餐飲場所
嘉原小吃館,88214246,台北市信義區基隆路1段378之2號1樓,A-200230458-00001-2,餐飲場所
勝牛日式餐館,79188611,台北市信義區忠孝東路5段412之6號,A-200230690-00001-0,餐飲場所
興興小吃店,38485497,台北市信義區四育里虎林街５３―１號１樓,A-200230845-00001-2,餐飲場所
豆麻麻雞排店,,台北市信義區虎林街82巷54號,A-200230926-00001-2,餐飲場所
歡喜魯肉飯小吃店,25551450,台北市信義區吳興街156巷22弄2號1樓,A-202291797-00001-7,餐飲場所
東一區特製涼麵,15630239,台北市信義區忠孝東路四段216巷31號,A-202292323-00001-3,餐飲場所
豐富餐飲股份有限公司,00192088,台北市信義區忠孝東路五段6號1樓,A-202292391-00005-2,餐飲場所
豐富餐飲股份有限公司,00192088,台北市信義區松山路11號,A-202292391-00010-8,餐飲場所
豐富餐飲股份有限公司,00192088,台北市信義區忠孝東路五段2號/捷運市府站2號出口,A-202292391-00011-9,餐飲場所
豐富餐飲股份有限公司,00192088,台北市信義區忠孝東路五段71巷口/捷運市府4號出口,A-202292391-00012-0,餐飲場所
溫智商行,75110991,台北市信義區松信路85號1樓,A-202292403-00001-2,餐飲場所
老墨廚房,,台北市信義區虎林街132巷51號1樓,A-202292668-00001-5,餐飲場所
福多多有限公司,,台北市信義區福多路123號,A-202292925-00001-1,餐飲場所
統一編號：北投紅茶,,台北市信義區林口街28號1樓,A-202292991-00001-4,餐飲場所
劉家潤餅,,台北市信義區忠孝東路五段790巷68弄2-2號,A-202293379-00001-5,餐飲場所
哇,,台北市信義區東興路43號,A-202293388-00001-5,餐飲場所
富達零售股份有限公司,22853565,台北市信義區基隆路２段99號,A-122853565-43958-3,餐飲場所
富達零售股份有限公司,22853565,台北市信義區福德街221巷15號,A-122853565-43959-4,餐飲場所
富達零售股份有限公司,22853565,台北市信義區松德路168巷15號,A-122853565-43960-6,餐飲場所
富達零售股份有限公司,22853565,台北市信義區吳興街600巷107號,A-122853565-43961-7,餐飲場所
富達零售股份有限公司,22853565,台北市信義區松仁路36號13樓,A-122853565-43972-9,餐飲場所
富達零售股份有限公司,22853565,台北市信義區忠孝東路５段68號39樓,A-122853565-43997-6,餐飲場所
富達零售股份有限公司,22853565,台北市信義區松高路11號1樓,A-122853565-44003-5,餐飲場所
富達零售股份有限公司,22853565,台北市信義區松德路97號bB1,A-122853565-44023-7,餐飲場所
富達零售股份有限公司,22853565,台北市信義區忠孝東路５段297號B1、B2、B3(愛買忠孝店_客服中心),A-122853565-44085-5,餐飲場所
富達零售股份有限公司,22853565,台北市信義區台北市信義區信義路５段106號12樓,A-122853565-45357-8,餐飲場所
富達零售股份有限公司,22853565,台北市信義區松德路40號(台安藥局),A-122853565-45567-1,餐飲場所
銜隆股份有限公司,50777195,台北市信義區松高路12號B2,A-150777195-00001-0,餐飲場所
唐仟豪股份有限公司,50779721,台北市信義區忠孝東路四段505號7樓,A-150779721-00005-1,餐飲場所
王鍋屋餐飲國際有限公司,50787362,台北市信義區逸仙路50巷20號1樓,A-150787362-00002-8,餐飲場所
乘五貳點零版有限公司,50787454,台北市信義區忠孝東路4段553巷22弄51之1號,A-150787454-00001-9,餐飲場所
品品企業有限公司,50789972,台北市信義區松高路12號B2,A-150789972-00004-9,餐飲場所
巧啡國際事業股份有限公司市府分公司,50790845,台北市信義區忠孝東路5段71巷38號1樓,A-150790845-00001-7,餐飲場所
傳于膳食品股份有限公司,50791464,台北市信義區吳興街239號,A-150791464-00001-5,餐飲場所
威爾貝克有限公司,50792490,台北市信義區吳興街52號、52之1號,A-150792490-00001-5,餐飲場所
伍弄股份有限公司,50792914,台北市信義區松山路514號,A-150792914-00001-6,餐飲場所
珍煮丹股份有限公司,50796101,台北市信義區忠孝東路五段17號之1,A-150796101-00005-2,餐飲場所
甘心股份有限公司,50798656,台北市信義區市府路45號B1,A-150798656-00001-5,餐飲場所
史密斯華倫斯基餐飲股份有限公司,50799970,台北市信義區松智路17號,A-150799970-00001-5,餐飲場所
聚禾豐股份有限公司,50824845,台北市信義區松高路12號B2,A-150824845-00106-1,餐飲場所
聚禾豐股份有限公司,50824845,台北市信義區信義路五段7號89樓,A-150824845-00107-2,餐飲場所
聚禾豐股份有限公司,50824845,"台北市信義區市府路45號4F,11櫃",A-150824845-00113-9,餐飲場所
小山堂餐飲股份有限公司,53545918,台北市信義區光復南路133號,A-153545918-00001-9,餐飲場所
創意飲食股份有限公司,53546374,台北市信義區松壽路12號5樓,A-153546374-00001-6,餐飲場所
創意飲食股份有限公司,53546374,台北市信義區松壽路12號5樓,A-153546374-00003-8,餐飲場所
鼎王國際餐飲股份有限公司,53546917,台北市信義區松壽路22號2樓,A-153546917-00038-9,餐飲場所
鼎王國際餐飲股份有限公司,53546917,台北市信義區松壽路12號6樓,A-153546917-00042-4,餐飲場所
韓本家有限公司,53555957,台北市信義區松仁路58號B3,A-153555957-00007-9,餐飲場所
天成飯店股份有限公司信義分公司,53557266,台北市信義區信義路五段1號,A-153557266-00001-8,餐飲場所
太平興業有限公司,53599907,台北市信義區松壽路9號B1,A-153599907-00001-6,餐飲場所
統一超商股份有限公司,22555003,台北市信義區松勤街100號1樓,D-122555003-54101-4,餐飲場所
老家烘焙有限公司,24741671,台北市信義區吳興街49號,A-124741671-00002-2,餐飲場所
昕殿有限公司,24743426,台北市信義區松壽路12號1樓,A-124743426-00001-1,餐飲場所
昕殿有限公司,24743426,台北市信義區松壽路28號1樓,A-124743426-00002-2,餐飲場所
鈺饗國際有限公司,24743832,台北市信義區忠孝東路四段505號B2,A-124743832-00002-3,餐飲場所
哈囉有限公司,24747909,台北市信義區松隆路35號,A-124747909-00001-1,餐飲場所
有民餐飲事業股份有限公司,24750100,台北市信義區松高路19號5樓,A-124750100-00001-8,餐飲場所
有民餐飲事業股份有限公司,24750100,台北市信義區松高路19號B2,A-124750100-00002-9,餐飲場所
有民餐飲事業股份有限公司,24750100,台北市信義區松高路19號B2,A-124750100-00003-0,餐飲場所
有民餐飲事業股份有限公司,24750100,台北市信義區松壽路9號6樓,A-124750100-00004-1,餐飲場所
哈尼皮克餐飲有限公司,24751001,台北市信義區信義路4段415號之3,A-124751001-00001-9,餐飲場所
宜大立餐飲事業有限公司,24754422,台北市信義區逸仙路50巷22號,A-124754422-00002-0,餐飲場所
院子餐飲有限公司,24755484,台北市信義區基隆路1段163之1號1樓,A-124755484-00001-8,餐飲場所
傑米小館有限公司,24756049,台北市信義區信義路五段7號89樓,A-124756049-00002-7,餐飲場所
遇月全餐飲有限公司,,台北市信義區基隆路1段147巷5弄44號1樓,A-124756575-00001-0,餐飲場所
好食國際文化股份有限公司,24763442,台北市信義區松智路17號B2F,A-124763442-00008-8,餐飲場所
老家啤酒吧有限公司,24766927,台北市信義區吳興街49號,A-124766927-00001-2,餐飲場所
咖啡伴股份有限公司,24768919,台北市信義區松德路153號,A-124768919-00064-4,餐飲場所
伊藤有限公司,24772174,台北市信義區菸廠路88號二樓,A-124772174-00003-5,餐飲場所
大春事業股份有限公司,28479989,台北市信義區松壽路22號5樓,A-128479989-00001-5,餐飲場所
庭茂農業生技股份有限公司,28483007,台北市信義區松仁路28號B2,A-128483007-00015-6,餐飲場所
庭茂農業生技股份有限公司,28483007,台北市信義區松仁路58號B3,A-128483007-00070-7,餐飲場所
庭茂農業生技股份有限公司,28483007,台北市信義區菸廠路88號B1F,A-128483007-00074-1,餐飲場所
品香園企業有限公司,28506992,台北市信義區光復南路574號,A-128506992-00002-1,餐飲場所
小南門食品有限公司,28544068,台北市信義區菸廠路88號b2,A-128544068-00032-0,餐飲場所
小南門食品有限公司,28544068,台北市信義區松高路11號B2,A-128544068-00038-6,餐飲場所
小南門食品有限公司,28544068,台北市信義區松高路11號B2,A-128544068-00039-7,餐飲場所
成一餐飲有限公司,28607008,台北市信義區市府路45號B1,A-128607008-00002-1,餐飲場所
希望創造事業股份有限公司,28664730,台北市信義區松山路484號1樓,A-128664730-00223-1,餐飲場所
一森企業股份有限公司,28684187,台北市信義區忠孝東路四段505號B2,A-128684187-00002-4,餐飲場所
晶旺餐飲股份有限公司,28704682,台北市信義區松壽路20號2F,A-128704682-00002-7,餐飲場所
九鬼魚屋,38465859,台北市信義區吳興街289巷12號1樓,A-200053624-00001-0,餐飲場所
池上飯包店,95887871,台北市信義區松山路491號,A-200054913-00011-3,餐飲場所
小吃店（麵）,99164216,台北市信義區永吉路30巷158弄14號1樓,A-200055186-00002-6,餐飲場所
臺北市中山市場-63號攤-溪龍漁號,,台北市信義區莊敬路287號,A-200055832-00002-4,餐飲場所
祥麟小吃店,,台北市信義區永吉路181-2號,A-200055949-00001-2,餐飲場所
雞掌櫃餐坊,,台北市信義區松山路269號1樓,A-200121983-00002-5,餐飲場所
雞掌櫃餐坊,,台北市信義區基隆路二段131-14號1樓,A-200121983-00003-6,餐飲場所
杏果橙小吃店,,台北市信義區松仁路258號,A-200122459-00001-3,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區松壽路11號,A-116097091-00116-9,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區市府路45號1樓B&C室,A-116097091-00117-0,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區松高路11號1樓,A-116097091-00118-1,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區松仁路7號1樓,A-116097091-00119-2,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區莊敬路168號1樓,A-116097091-00120-4,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區吳興街252號1樓(第三醫療大樓),A-116097091-00121-5,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區松仁路28號,A-116097091-00122-6,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區信義路五段7號35樓-1,A-116097091-00123-7,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區松壽路12號1樓(人行徒步區),A-116097091-00124-8,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區吳興街220巷1號,A-116097091-00125-9,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區信義路六段1號,A-116097091-00126-0,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區基隆路二段99之1號,A-116097091-02066-5,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區松高路11號B2,A-116097091-02124-0,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區市府路45號B1,A-116097091-02221-8,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區松仁路100號2樓,A-116097091-02259-9,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區忠孝東路5段8號B2,A-116097091-02292-6,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區信義路五段5號1樓,A-116097091-02355-6,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區信義路五段106號1樓,A-116097091-02371-4,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區松智路17號一樓,A-116097091-02423-2,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區松仁路58號B2,A-116097091-02435-5,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區東興路37號,A-116097091-02507-5,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區松高路11號6F,A-116097091-02680-7,餐飲場所
悠旅生活事業股份有限公司,16097091,台北市信義區忠孝東路四段505號B2（遠東大巨蛋商場）,A-116097091-02789-7,餐飲場所
三澧企業股份有限公司,16098275,台北市信義區松壽路22號2樓 (C06 Neo 19 2樓),A-116098275-00012-9,餐飲場所
三澧企業股份有限公司,16098275,台北市信義區忠孝東路五段8號7樓 C19,A-116098275-00031-0,餐飲場所
香港商赫士盟食品企業有限公司信義分公司,,台北市信義區民生東路三段135號7樓,A-127928848-00001-7,餐飲場所
誠品生活股份有限公司,27952966,台北市信義區松高路11號3F,A-127952966-00002-6,餐飲場所
誠品生活股份有限公司,27952966,台北市信義區菸廠路88號3樓,A-127952966-00035-2,餐飲場所
誠品生活股份有限公司,27952966,台北市信義區菸廠路88號3樓,A-127952966-00036-3,餐飲場所
柯旅天閣股份有限公司,27965126,台北市信義區忠孝東路5段297號1至6樓,A-127965126-00002-8,餐飲場所
鎮饌股份有限公司,27973174,台北市信義區忠孝東路五段297號5.6樓,A-127973174-00001-9,餐飲場所
鎮饌股份有限公司,27973174,台北市信義區忠孝東路5段297號5樓,A-127973174-00003-1,餐飲場所
勝成餐飲股份有限公司,27980512,台北市信義區松壽路9號6樓,A-127980512-00002-4,餐飲場所
勝成餐飲股份有限公司,27980512,台北市信義區松山路11號2樓,A-127980512-00022-6,餐飲場所
勝成餐飲股份有限公司,27980512,台北市信義區松高路12號3樓,A-127980512-00042-8,餐飲場所
吉比鮮釀股份有限公司,27981688,台北市信義區松壽路11號2F,A-127981688-00001-8,餐飲場所
台灣國際天屋有限公司,27990384,台北市信義區松智路17號B1F,A-127990384-00004-4,餐飲場所
魂麵股份有限公司,27994467,台北市信義區松智路17號B2,A-127994467-00014-1,餐飲場所
林家傳統小吃坊,00571308,台北市信義區忠孝東路5段423巷66號1樓,A-202295687-00001-9,餐飲場所
連苑小吃店,72917467,台北市信義區吳興街284巷1號,A-202295792-00001-6,餐飲場所
上品客家小館,88376419,台北市信義區松仁路269號,A-202296077-00001-3,餐飲場所
大發福德商行,00542732,台北市信義區福德街270號1樓,A-202296392-00001-3,餐飲場所
永和樓中華料理店信義分店,93190379,台北市信義區莊敬路292號,A-202296690-00001-4,餐飲場所
品冠小吃有限公司忠孝分公司,00570075,台北市信義區忠孝東路5段47號1樓,A-202296896-00001-2,餐飲場所
品冠小吃有限公司忠孝分公司,00570075,台北市信義區忠孝東路5段47號1樓,A-202296896-00002-3,餐飲場所
食厘米蒸烤餐坊,00542917,台北市信義區基隆路二段22之1號1樓,A-202297079-00001-6,餐飲場所
泰香泰式料理餐廳,88286108,台北市信義區忠孝東路5段524巷16號,A-202327653-00001-8,餐飲場所
甜Q甜不辣,,台北市信義區永吉路30巷100號,A-202328257-00001-9,餐飲場所
咘咚星球茶作商行,00626269,台北市信義區崇德街2號,A-202328583-00001-1,餐飲場所
燒好食.食堂,,台北市信義區永吉路180巷44號,A-202328601-00001-2,餐飲場所
徐記古早味水煎包店,93146260,台北市信義區吳興街8巷5號1樓,A-202328652-00001-8,餐飲場所
鄧家越南麵館,,台北市信義區松山路183號1樓,A-202328669-00001-6,餐飲場所
眾旺餐飲股份有限公司永春分公司,00603343,台北市信義區忠孝東路五段423巷61號1樓,A-202328692-00001-2,餐飲場所
好湯研究所(台北信義店),,台北市信義區忠孝東路五段423巷61號1樓,A-202328693-00001-3,餐飲場所
韓溫餐飲有限公司,60437452,台北市信義區松隆路73巷2號1樓,A-202328904-00001-8,餐飲場所
三霹實業股份有限公司信義分公司,00146629,台北市信義區忠孝東路五段486號,A-202329005-00001-1,餐飲場所
百雁小吃店,93121893,台北市信義區松隆路82號,A-202329056-00001-7,餐飲場所
星展複合式餐飲有限公司,94080245,台北市信義區松山路132號2樓,A-202329157-00001-9,餐飲場所
一零一健康餐盒專賣店,00623299,台北市信義區吳興街44之1號1樓,A-202329207-00001-5,餐飲場所
李邢眨摳泰式料理,00626824,台北市信義區吳興街284巷24弄1之1號1樓,A-202329397-00001-5,餐飲場所
鮮滿園台南虱目魚店,00625254,台北市信義區吳興街26號1樓,A-202329509-00001-0,餐飲場所
多點肉健康鍋專賣 信義通化店,,台北市信義區基隆路二段199號,A-299998986-00001-7,餐飲場所
STUDIO CHOW,,台北市信義區松山路606號,A-299999005-00001-0,餐飲場所
永潤小吃店,88214386,台北市信義區莊敬路319號,A-299999599-00001-8,餐飲場所
醫願診所,93216933,台北市信義區信義路四段456號3樓,A-302287309-00001-2,餐飲場所
拾伍階工作室,38463206,台北市信義區三犁里信義路5段150巷14弄2號1樓,A-138463206-00001-1,餐飲場所
喝一杯新食坊,38465507,台北市信義區松高路11號4樓,A-138465507-00001-7,餐飲場所
饌宥實麵包館,38497711,台北市信義區莊敬路391巷5號,A-138497711-00001-9,餐飲場所
糖姐姐小舖,38500835,台北市信義區莊敬路349號,A-138500835-00001-1,餐飲場所
旅憩咖啡工作坊,38503452,台北市信義區黎平里崇德街10號,A-138503452-00001-9,餐飲場所
烤食煮盒便當屋,38504804,台北市信義區永吉路30巷157弄9號1樓,A-138504804-00001-1,餐飲場所
滿溢小吃店,,台北市信義區松山路441號1樓,A-138515226-00001-1,餐飲場所
廷寶國際企業股份有限公司,54166061,台北市信義區松仁路28號3~4樓,A-154166061-00001-8,餐飲場所
廷寶國際企業股份有限公司,54166061,台北市信義區松仁路28號4樓,A-154166061-00002-9,餐飲場所
福德滿股份有限公司,54173035,台北市信義區松壽路12號5樓,A-154173035-00007-3,餐飲場所
正記美食有限公司,54173133,台北市信義區松高路11號B2,A-154173133-00005-0,餐飲場所
正記美食有限公司,54173133,台北市信義區忠孝東路四段505號B2,A-154173133-00006-1,餐飲場所
鈜景食品企業股份有限公司,54180161,台北市信義區松高路19號,A-154180161-00006-0,餐飲場所
台灣善商股份有限公司,54181892,台北市信義區市民大道6段312號1樓,A-154181892-00224-4,餐飲場所
台灣善商股份有限公司,54181892,台北市信義區忠孝東路五段135號1樓,A-154181892-00420-2,餐飲場所
台灣善商股份有限公司,54181892,台北市信義區松智路17號B2 (29、30、31櫃),A-154181892-00484-2,餐飲場所
富美佳貿易股份有限公司,54182674,台北市信義區松仁路28號B2,A-154182674-00014-0,餐飲場所
